
instance_CG_N60_K55_nzP0d12_p4_g1_l5.txt
BL-EST,353298,4700
source3_weights_cluster,112478,317
source3_weights_clusterHCCS,106067,282
0

instance_CG_N60_K55_nzP0d12_p16_g5_l5.txt
Trivial,128259,1
cilk,107196,1372
BSPg,70653,494
BSPgHCCS,65294,329
ETF,162143,1387
BL-EST,196921,3587
source3_weights_cluster,77899,496
source3_weights_clusterHCCS,73495,441
0

bicgstab_gyro_m_p16_g5_l5.txt
Trivial,95531,1
cilk,132681,5740
BSPg,158970,10099
BSPgHCCS,121153,5960
ETF,140196,5382
BL-EST,244656,10434
source3_weights_cluster,180682,9468
0

instance_exp_N100_K40_nzP0d2_p16_g5_l5.txt
Trivial,234114,1
cilk,120168,945
BSPg,55818,76
BSPgHCCS,52914,76
ETF,356848,3534
BL-EST,442985,5093
source3_weights_cluster,61408,80
source3_weights_clusterHCCS,57097,80
0

hpcg_p16_g5_l5.txt
Trivial,209434,1
cilk,206515,6399
BSPg,209204,8275
BSPgHCCS,188783,6296
ETF,304226,9802
BL-EST,394296,13234
source3_weights_cluster,221974,8131
0
